survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size,is_alone,age_group,fare_per_person,title,fare_bin,sex_male,embarked_C,embarked_Q,embarked_S,pclass_1,pclass_2,pclass_3,age_group_Child,age_group_Teen,age_group_Adult,age_group_Middle_Age,age_group_Senior,title_child,title_man,title_woman,fare_bin_Low,fare_bin_Medium,fare_bin_High,fare_bin_Very_High,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G
0,3,male,-0.3303837181582764,0,0,-0.5365418826356836,Q,Third,man,True,,Queenstown,no,True,-0.6223367722723301,1,Adult,-0.3834588520292649,man,Low,1,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,1,female,0.24138161008956807,1,0,1.0539277778381673,Q,First,woman,False,C,Queenstown,yes,False,0.035513783200323175,0,Adult,0.6218359245930951,woman,Very_High,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1,3,male,1.0275589364303541,0,0,-0.5161363101392413,S,Third,man,True,,Southampton,yes,True,-0.6223367722723301,1,Middle_Age,-0.3553440082172934,man,Low,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,female,-0.5805310492667083,0,0,-0.5137451068374177,S,Third,woman,False,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.3520494029144937,woman,Low,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1,2,female,0.3128522761205486,1,1,-0.0460257410007117,S,Second,woman,False,,Southampton,yes,False,0.6933643386729765,0,Adult,-0.2786895248388206,woman,High,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,2,female,-0.8306783803751403,0,2,-0.4190534560852011,S,Second,woman,False,,Southampton,yes,False,0.6933643386729765,0,Teen,-0.4500090005844046,woman,Medium,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0,3,female,-1.4024437086229846,0,2,-0.20575812156253154,S,Third,child,False,,Southampton,no,False,0.6933643386729765,0,Child,-0.35204940291449377,child,High,0,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,3,male,-0.6162663822821985,0,0,-0.5198034595229181,Q,Third,man,True,,Queenstown,no,True,-0.6223367722723301,1,Adult,-0.360396614909667,man,Low,1,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,male,-0.04450105403435416,0,0,-0.5170927914599708,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.3566618503384133,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,female,-0.11597172006533471,1,1,-0.39227197910477624,S,Third,woman,False,,Southampton,no,False,0.6933643386729765,0,Adult,-0.4377091407872857,woman,Medium,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0,3,male,-0.8306783803751403,1,1,-0.28108102556997655,S,Third,man,True,,Southampton,no,False,0.6933643386729765,0,Teen,-0.38664275859389047,man,High,1,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1,2,female,-0.11597172006533471,1,0,-0.1703683126955415,S,Second,woman,False,,Southampton,yes,False,0.035513783200323175,0,Adult,-0.22158303292362594,woman,High,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,2,female,-0.7592077143441597,0,0,-0.1703683126955415,S,Second,woman,False,,Southampton,yes,True,-0.6223367722723301,1,Adult,0.12105591856754198,woman,High,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,3,male,0.1699109440585875,0,0,-0.5137451068374177,S,Third,man,True,E,Southampton,yes,True,-0.6223367722723301,1,Adult,-0.3520494029144937,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
1,1,male,-0.11597172006533471,0,0,-0.15984701816751742,S,First,man,True,C,Southampton,yes,True,-0.6223367722723301,1,Adult,0.13555218189986065,man,High,1,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,2,female,0.8846176043683931,1,0,-0.1703683126955415,S,Second,woman,False,,Southampton,yes,False,0.035513783200323175,0,Middle_Age,-0.22158303292362594,woman,High,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0,3,male,-0.9021490464061208,0,0,-0.5314400112709127,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Teen,-0.37642948215521144,man,Low,1,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,1,male,1.4563829326162374,1,0,0.4016075171006756,S,First,man,True,E,Southampton,no,False,0.035513783200323175,0,Middle_Age,0.17245176129121714,man,Very_High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
1,1,female,-1.1165610444990626,1,2,1.6278165702758434,S,First,child,False,B,Southampton,yes,False,1.3512148941456297,0,Teen,0.22648328825713213,child,Very_High,0,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0,3,female,-0.6162663822821985,2,2,-0.010157691473356942,S,Third,woman,False,,Southampton,no,False,2.009065449618283,0,Adult,-0.38301869276081085,woman,High,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,2,female,-0.40185438418925695,2,3,-0.3090581042013132,S,Second,woman,False,,Southampton,yes,False,2.666916005090936,0,Adult,-0.4818568518448016,woman,High,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0,1,male,2.4569722570499652,1,4,4.3633531475620995,S,First,man,True,C,Southampton,no,False,2.666916005090936,0,Senior,0.5910862751002981,man,Very_High,1,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
0,2,male,0.09844027802760695,0,0,-0.4668775221216741,S,Second,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.2874751389796198,man,Medium,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1,2,female,1.0990296024613346,1,1,-0.1655859060918942,S,Second,woman,False,,Southampton,yes,False,0.6933643386729765,0,Middle_Age,-0.3335996132188155,woman,High,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0,3,male,-0.6877370483131792,0,0,-0.4860071485362633,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.3138319814020173,man,Medium,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,3,male,-0.3303837181582764,1,0,-0.5190057541014297,S,Third,man,True,,Southampton,no,False,0.035513783200323175,0,Adult,-0.46175975949772347,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,2,female,-0.11597172006533471,0,0,-0.4190534560852011,S,Second,woman,False,,Southampton,yes,True,-0.6223367722723301,1,Adult,-0.22158303292362594,woman,Medium,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1,3,male,-0.3303837181582764,0,0,-0.5125495051865058,S,Third,man,True,,Southampton,yes,True,-0.6223367722723301,1,Adult,-0.3504021002630939,man,Medium,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1,1,male,-1.8312677048088681,0,2,0.8981800984585064,S,First,child,False,A,Southampton,yes,False,0.6933643386729765,0,Child,0.15495345360698748,child,Very_High,1,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1,2,female,-1.188031710530043,0,1,-0.2947108843903713,S,Second,child,False,,Southampton,yes,False,0.035513783200323175,0,Teen,-0.30724277079641793,child,High,0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,male,0.3128522761205486,0,0,-0.15984701816751742,S,First,man,True,,Southampton,yes,True,-0.6223367722723301,1,Adult,0.13555218189986065,man,High,1,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1,3,female,-1.7597970387778874,2,1,-0.29933451509477754,C,Third,child,False,,Cherbourg,yes,False,1.3512148941456297,0,Child,-0.4373249898089792,child,High,0,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,male,1.5993242646781987,0,0,-0.0842849938298901,S,First,man,True,C,Southampton,yes,True,-0.6223367722723301,1,Middle_Age,0.23966170946833087,man,High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,2,male,0.45579360818250975,1,2,-0.1368914664700104,S,Second,man,True,,Southampton,no,False,1.3512148941456297,0,Middle_Age,-0.381371390109411,man,High,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,3,male,-0.3303837181582764,1,0,-0.2857830877426825,S,Third,man,True,,Southampton,no,False,0.035513783200323175,0,Adult,-0.30109240161715145,man,High,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,1,male,0.026969611996626397,0,0,-0.1368914664700104,C,First,man,True,C,Cherbourg,no,True,-0.6223367722723301,1,Adult,0.16718039280673766,man,High,1,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,1,male,1.384912266585257,1,0,1.0367914584959785,C,First,man,True,C,Cherbourg,yes,False,0.035513783200323175,0,Middle_Age,0.6100306948721034,man,Very_High,1,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
1,3,male,-0.04450105403435416,0,0,-0.5166948952305473,C,Third,man,True,,Cherbourg,yes,True,-0.6223367722723301,1,Adult,-0.3561136280160274,man,Low,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,1,male,2.528442923080946,0,0,-0.15984701816751742,S,First,man,True,E,Southampton,no,True,-0.6223367722723301,1,Senior,0.13555218189986065,man,High,1,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
1,1,female,0.3843229421515292,1,0,0.32437165045177163,S,First,woman,False,D,Southampton,yes,False,0.035513783200323175,0,Adult,0.11924388565100212,woman,Very_High,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,2,female,1.4563829326162374,0,0,-0.4668775221216741,S,Second,woman,False,,Southampton,yes,True,-0.6223367722723301,1,Middle_Age,-0.2874751389796198,woman,Medium,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1,1,male,1.3134416005542764,0,0,-0.15984701816751742,S,First,man,True,E,Southampton,yes,True,-0.6223367722723301,1,Middle_Age,0.13555218189986065,man,High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,3,male,0.3128522761205486,0,0,-0.5137451068374177,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.3520494029144937,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,1,male,1.2419709345232959,0,0,0.06875201748682351,S,First,man,True,E,Southampton,no,True,-0.6223367722723301,1,Middle_Age,0.45051644884751113,man,Very_High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,2,male,1.3134416005542764,0,0,-0.4190534560852011,S,Second,man,True,,Southampton,no,True,-0.6223367722723301,1,Middle_Age,-0.22158303292362594,man,Medium,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,3,male,0.5987349402444708,0,0,-0.5328747332520068,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Middle_Age,-0.37840624533689127,man,Low,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,1,male,1.885206928802121,0,0,-0.15984701816751742,S,First,man,True,,Southampton,no,True,-0.6223367722723301,1,Middle_Age,0.13555218189986065,man,High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,3,male,-0.3303837181582764,0,0,-0.5199622354221591,Q,Third,man,True,,Queenstown,no,True,-0.6223367722723301,1,Adult,-0.36061537670177296,man,Low,1,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,3,female,-2.0635473694095547,2,1,-0.29933451509477754,C,Third,child,False,,Cherbourg,yes,False,1.3512148941456297,0,Child,-0.4373249898089792,child,High,0,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,3,male,0.5987349402444708,0,0,-0.5020282106584818,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Middle_Age,-0.33590583693077525,man,Medium,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1,2,female,0.24138161008956807,1,2,-0.1368914664700104,S,Second,woman,False,,Southampton,yes,False,1.3512148941456297,0,Adult,-0.381371390109411,woman,High,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,2,female,-0.47332505022023746,0,0,-0.4039085308527709,C,Second,woman,False,D,Cherbourg,yes,True,-0.6223367722723301,1,Adult,-0.2007163207778138,woman,Medium,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
0,3,female,-0.544795716251218,0,0,-0.4795508996213395,S,Third,woman,False,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.3049365470844581,woman,Medium,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0,1,male,0.741676272306432,0,0,0.32700197408377774,S,First,man,True,A,Southampton,no,True,-0.6223367722723301,1,Middle_Age,0.8063338215498779,man,Very_High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
0,3,male,-0.04450105403435416,1,0,-0.5329550776829481,S,Third,man,True,,Southampton,no,False,0.035513783200323175,0,Adult,-0.4713694642449296,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,male,-0.544795716251218,0,0,-0.5238685051360182,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.36599744392442646,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,3,female,-1.9742090368708292,0,1,-0.4326833149055959,S,Third,child,False,,Southampton,yes,False,0.035513783200323175,0,Child,-0.40229213378218903,child,Medium,0,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,3,male,-1.4739143746539654,5,2,0.22944087936937277,S,Third,child,False,,Southampton,no,False,3.9826171160362427,0,Child,-0.40970499571348834,child,Very_High,1,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,3,male,1.4563829326162374,0,0,-0.5137451068374177,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Middle_Age,-0.3520494029144937,man,Low,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,3,female,2.3855015910189845,0,0,-0.48433330622498677,S,Third,woman,False,,Southampton,yes,True,-0.6223367722723301,1,Senior,-0.3115257576900575,woman,Medium,0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1,1,male,-0.3303837181582764,1,0,1.0745724706647921,C,First,man,True,B,Cherbourg,yes,False,0.035513783200323175,0,Adult,0.6360580767642208,man,Very_High,1,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
1,1,female,0.3843229421515292,1,0,1.0539277778381673,S,First,woman,False,C,Southampton,yes,False,0.035513783200323175,0,Adult,0.6218359245930951,woman,Very_High,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
0,1,male,2.0281482608640817,0,0,-0.09958869496156147,C,First,man,True,B,Cherbourg,no,True,-0.6223367722723301,1,Middle_Age,0.21857623553041283,man,High,1,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
1,3,male,-1.4739143746539654,1,1,-0.36357753948289245,S,Third,child,False,,Southampton,yes,False,0.6933643386729765,0,Child,-0.4245307195760869,child,Medium,1,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,3,male,-0.6162663822821985,0,0,-0.529048807969089,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.37313487685241176,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,1,male,1.8137362627711402,0,0,-0.0842849938298901,S,First,man,True,C,Southampton,no,True,-0.6223367722723301,1,Middle_Age,0.23966170946833087,man,High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,1,male,2.957266919266829,0,0,0.2792582524782459,C,First,man,True,,Cherbourg,no,True,-0.6223367722723301,1,Senior,0.740552414232058,man,Very_High,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0,3,male,-0.3303837181582764,0,0,-0.39115672188480566,C,Third,man,True,,Cherbourg,no,True,-0.6223367722723301,1,Adult,-0.18314684961904362,man,Medium,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1,1,female,1.7422655967401597,1,0,0.8294741322278679,C,First,woman,False,D,Cherbourg,yes,False,0.035513783200323175,0,Middle_Age,0.46720955499573663,woman,Very_High,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,3,male,-0.3303837181582764,0,0,-0.37888124061456374,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.16623366383659113,man,Medium,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
0,1,female,-0.3303837181582764,1,2,2.2313562836561327,S,First,woman,False,C,Southampton,no,False,1.3512148941456297,0,Adult,0.4343728828637927,woman,Very_High,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
0,3,male,-0.40185438418925695,0,0,-0.5186078578720063,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.3587493122582672,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,female,-0.6162663822821985,0,0,-0.5194839947617944,Q,Third,woman,False,,Queenstown,no,True,-0.6223367722723301,1,Adult,-0.359956455641213,woman,Low,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0,3,female,-0.5805310492667083,0,0,-0.5217948536326767,Q,Third,woman,False,,Queenstown,no,True,-0.6223367722723301,1,Adult,-0.36314036220583856,woman,Low,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0,3,female,0.5272642742134903,0,0,-0.48433330622498677,S,Third,woman,False,,Southampton,no,True,-0.6223367722723301,1,Middle_Age,-0.3115257576900575,woman,Medium,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1,1,female,-0.9736197124371013,0,0,0.9869740853871052,S,First,woman,False,B,Southampton,yes,True,-0.6223367722723301,1,Teen,1.7156448851225927,woman,Very_High,0,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,1,male,-0.8306783803751403,1,0,1.4154777170739035,C,First,man,True,C,Cherbourg,no,False,0.035513783200323175,0,Teen,0.8709080854847517,man,Very_High,1,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
1,2,female,0.24138161008956807,0,2,-0.1703683126955415,S,Second,woman,False,,Southampton,yes,False,0.6933643386729765,0,Adult,-0.33579601675401527,woman,High,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1,1,male,0.741676272306432,0,0,-0.15984701816751742,S,First,man,True,,Southampton,yes,True,-0.6223367722723301,1,Middle_Age,0.13555218189986065,man,High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,3,male,-0.11597172006533471,0,0,-0.236843764486239,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,0.02946589114971052,man,High,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1,3,male,-0.2589130521272958,0,0,0.4130049485184879,S,Third,man,True,,Southampton,yes,True,-0.6223367722723301,1,Adult,0.9248289137124927,man,Very_High,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,3,male,-0.04450105403435416,0,0,-0.5194839947617944,Q,Third,man,True,,Queenstown,yes,True,-0.6223367722723301,1,Adult,-0.359956455641213,man,Low,1,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,1,male,0.45579360818250975,0,0,-0.16486854510134707,S,First,man,True,E,Southampton,yes,True,-0.6223367722723301,1,Middle_Age,0.1286335107639813,man,High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
1,1,female,1.7422655967401597,1,0,0.4685612095517378,C,First,woman,False,,Cherbourg,yes,False,0.035513783200323175,0,Middle_Age,0.21857623553041283,woman,Very_High,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,3,male,-0.40185438418925695,0,0,-0.524346745796383,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.3666563649849865,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,1,male,1.2419709345232959,0,0,-0.016933405149404415,S,First,man,True,D,Southampton,no,True,-0.6223367722723301,1,Middle_Age,0.33245888026910814,man,High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,2,female,0.3128522761205486,0,0,-0.4668775221216741,S,Second,woman,False,F,Southampton,yes,True,-0.6223367722723301,1,Adult,-0.2874751389796198,woman,Medium,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
0,3,male,-0.3303837181582764,0,0,-0.20575812156253154,Q,Third,man,True,,Queenstown,no,True,-0.6223367722723301,1,Adult,0.07229576008610651,man,High,1,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1,2,female,0.45579360818250975,1,0,-0.1703683126955415,S,Second,woman,False,,Southampton,yes,False,0.035513783200323175,0,Middle_Age,-0.22158303292362594,woman,High,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0,3,male,0.1699109440585875,0,0,-0.5166948952305473,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.3561136280160274,man,Low,1,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,1,female,0.026969611996626397,0,0,1.1208814702892296,S,First,woman,False,B,Southampton,yes,True,-0.6223367722723301,1,Adult,1.9001427820793753,woman,Very_High,0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1,1,female,1.0275589364303541,0,1,0.44138183634188943,C,First,woman,False,B,Cherbourg,yes,False,0.035513783200323175,0,Middle_Age,0.19985233467354163,woman,Very_High,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,3,male,-0.3303837181582764,0,0,-0.5294467041985125,C,Third,man,True,,Cherbourg,no,True,-0.6223367722723301,1,Adult,-0.37368309917479764,man,Low,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,male,0.7774116053219222,0,0,-0.5194839947617944,Q,Third,man,True,,Queenstown,no,True,-0.6223367722723301,1,Middle_Age,-0.359956455641213,man,Low,1,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,1,male,0.741676272306432,0,0,3.574814643051601,S,First,man,True,C,Southampton,no,True,-0.6223367722723301,1,Middle_Age,5.281177442550593,man,Very_High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
0,3,male,0.6702056062754514,0,0,-0.5161363101392413,S,Third,man,True,,Southampton,no,True,-0.6223367722723301,1,Middle_Age,-0.3553440082172934,man,Low,1,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,2,male,-0.47332505022023746,2,1,-0.4477478957070849,S,Second,man,True,,Southampton,no,False,1.3512148941456297,0,Adult,-0.48844606245040095,man,Medium,1,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1,2,female,-1.9742090368708292,1,1,-0.1703683126955415,S,Second,child,False,,Southampton,yes,False,0.6933643386729765,0,Child,-0.33579601675401527,child,High,0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,3,male,-0.9021490464061208,1,1,-0.5294467041985125,C,Third,man,True,,Cherbourg,no,False,0.6933643386729765,0,Teen,-0.5007090226681284,man,Low,1,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,3,female,-0.5805310492667083,0,2,-0.240032673209551,C,Third,woman,False,,Cherbourg,yes,False,0.6933643386729765,0,Adult,-0.36779058777056367,woman,High,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0,3,female,0.026969611996626397,0,0,-0.5020282106584818,S,Third,woman,False,,Southampton,no,True,-0.6223367722723301,1,Adult,-0.33590583693077525,woman,Medium,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1,2,female,-1.6168557067159264,0,2,-0.1655859060918942,S,Second,child,False,,Southampton,yes,False,0.6933643386729765,0,Child,-0.3335996132188155,child,High,0,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,1,male,1.0990296024613346,0,0,-0.15984701816751742,S,First,man,True,B,Southampton,no,True,-0.6223367722723301,1,Middle_Age,0.13555218189986065,man,High,1,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
